idx,AudioData,Answer,Age,ChildID
76028,1768168513,Junk,144,3681_1
76029,9011156722,Canonical,144,3681_1
76030,9011156722,Non-Canonical,144,3681_1
76031,9011156722,Laughing,144,3681_1
76032,9011156722,Laughing,144,3681_1
76033,9011156722,Canonical,144,3681_1
76034,5346638844,Crying,144,3681_1
76035,5346638844,Non-Canonical,144,3681_1
76036,5346638844,Laughing,144,3681_1
76037,5346638844,Laughing,144,3681_1
76038,5346638844,Canonical,144,3681_1
76039,123766923,Non-Canonical,144,3681_1
76040,123766923,Junk,144,3681_1
76041,123766923,Non-Canonical,144,3681_1
76042,123766923,Crying,144,3681_1
76043,123766923,Junk,144,3681_1
76044,2367847349,Crying,144,3681_1
76045,2367847349,Crying,144,3681_1
76046,2367847349,Laughing,144,3681_1
76047,2367847349,Canonical,144,3681_1
76048,2367847349,Non-Canonical,144,3681_1
76049,5103760920,Crying,144,3681_1
76050,5103760920,Canonical,144,3681_1
76051,5103760920,Non-Canonical,144,3681_1
76052,5103760920,Crying,144,3681_1
76053,5103760920,Crying,144,3681_1
76054,4293611397,Crying,144,3681_1
76055,4293611397,Crying,144,3681_1
76056,4293611397,Crying,144,3681_1
76057,4293611397,Crying,144,3681_1
76058,4293611397,Laughing,144,3681_1
76059,1257736488,Crying,144,3681_1
76060,1257736488,Crying,144,3681_1
76061,1257736488,Crying,144,3681_1
76062,1257736488,Non-Canonical,144,3681_1
76063,1257736488,Crying,144,3681_1
76064,2495369581,Crying,144,3681_1
76065,2495369581,Junk,144,3681_1
76066,2495369581,Junk,144,3681_1
76067,2495369581,Junk,144,3681_1
76068,2495369581,Junk,144,3681_1
76069,8437981837,Crying,144,3681_1
76070,8437981837,Crying,144,3681_1
76071,8437981837,Crying,144,3681_1
76072,8437981837,Junk,144,3681_1
76073,8437981837,Crying,144,3681_1
76074,2537467326,Non-Canonical,144,3681_1
76075,2537467326,Crying,144,3681_1
76076,2537467326,Non-Canonical,144,3681_1
76077,2537467326,Crying,144,3681_1
76078,2537467326,Non-Canonical,144,3681_1
76079,8181921035,Junk,144,3681_1
76080,8181921035,Crying,144,3681_1
76081,8181921035,Crying,144,3681_1
76082,8181921035,Crying,144,3681_1
76083,8181921035,Non-Canonical,144,3681_1
76084,2158036176,Non-Canonical,144,3681_1
76085,2158036176,Junk,144,3681_1
76086,2158036176,Non-Canonical,144,3681_1
76087,2158036176,Junk,144,3681_1
76088,2158036176,Non-Canonical,144,3681_1
76089,514608409,Crying,144,3681_1
76090,514608409,Laughing,144,3681_1
76091,514608409,Non-Canonical,144,3681_1
76092,514608409,Crying,144,3681_1
76093,514608409,Junk,144,3681_1
76094,9407049218,Non-Canonical,144,3681_1
76095,9407049218,Non-Canonical,144,3681_1
76096,9407049218,Non-Canonical,144,3681_1
76097,9407049218,Laughing,144,3681_1
76098,9407049218,Crying,144,3681_1
76099,5245975463,Laughing,144,3681_1
76100,5245975463,Crying,144,3681_1
76101,5245975463,Crying,144,3681_1
76102,5245975463,Crying,144,3681_1
76103,5245975463,Non-Canonical,144,3681_1
76104,5255968990,Non-Canonical,144,3681_1
76105,5255968990,Non-Canonical,144,3681_1
76106,5255968990,Non-Canonical,144,3681_1
76107,5255968990,Crying,144,3681_1
76108,5255968990,Crying,144,3681_1
76109,1159692967,Crying,144,3681_1
76110,1159692967,Laughing,144,3681_1
76111,1159692967,Laughing,144,3681_1
76112,1159692967,Junk,144,3681_1
76113,1159692967,Laughing,144,3681_1
76114,9374641061,Crying,144,3681_1
76115,9374641061,Crying,144,3681_1
76116,9374641061,Crying,144,3681_1
76117,9374641061,Crying,144,3681_1
76118,9374641061,Crying,144,3681_1
76119,7217137933,Crying,144,3681_1
76120,7217137933,Crying,144,3681_1
76121,7217137933,Non-Canonical,144,3681_1
76122,7217137933,Crying,144,3681_1
76123,7217137933,Crying,144,3681_1
76124,763032192,Non-Canonical,144,3681_1
76125,763032192,Crying,144,3681_1
76126,763032192,Non-Canonical,144,3681_1
76127,763032192,Crying,144,3681_1
76128,763032192,Non-Canonical,144,3681_1
76129,1702616332,Crying,144,3681_1
76130,1702616332,Crying,144,3681_1
76131,1702616332,Non-Canonical,144,3681_1
76132,1702616332,Crying,144,3681_1
76133,1702616332,Crying,144,3681_1
76134,9530699176,Crying,144,3681_1
76135,9530699176,Crying,144,3681_1
76136,9530699176,Junk,144,3681_1
76137,9530699176,Crying,144,3681_1
76138,9530699176,Non-Canonical,144,3681_1
76139,6639333566,Crying,144,3681_1
76140,6639333566,Crying,144,3681_1
76141,6639333566,Crying,144,3681_1
76142,6639333566,Crying,144,3681_1
76143,6639333566,Crying,144,3681_1
76144,4603037091,Laughing,144,3681_1
76145,4603037091,Crying,144,3681_1
76146,4603037091,Junk,144,3681_1
76147,4603037091,Non-Canonical,144,3681_1
76148,4603037091,Non-Canonical,144,3681_1
76149,7694378031,Non-Canonical,144,3681_1
76150,7694378031,Non-Canonical,144,3681_1
76151,7694378031,Crying,144,3681_1
76152,7694378031,Non-Canonical,144,3681_1
76153,7694378031,Laughing,144,3681_1
76154,4515853819,Laughing,144,3681_1
76155,4515853819,Crying,144,3681_1
76156,4515853819,Crying,144,3681_1
76157,4515853819,Crying,144,3681_1
76158,4515853819,Crying,144,3681_1
76159,5809008769,Crying,144,3681_1
76160,5809008769,Non-Canonical,144,3681_1
76161,5809008769,Non-Canonical,144,3681_1
76162,5809008769,Non-Canonical,144,3681_1
76163,5809008769,Crying,144,3681_1
76164,825115928,Crying,144,3681_1
76165,825115928,Non-Canonical,144,3681_1
76166,825115928,Junk,144,3681_1
76167,825115928,Crying,144,3681_1
76168,825115928,Crying,144,3681_1
76169,2301712853,Junk,144,3681_1
76170,2301712853,Crying,144,3681_1
76171,2301712853,Non-Canonical,144,3681_1
76172,2301712853,Non-Canonical,144,3681_1
76173,2301712853,Non-Canonical,144,3681_1
76174,3853950131,Crying,144,3681_1
76175,3853950131,Crying,144,3681_1
76176,3853950131,Laughing,144,3681_1
76177,3853950131,Crying,144,3681_1
76178,3853950131,Crying,144,3681_1
76179,302460646,Crying,144,3681_1
76180,302460646,Laughing,144,3681_1
76181,302460646,Crying,144,3681_1
76182,302460646,Crying,144,3681_1
76183,302460646,Crying,144,3681_1
76184,9918875842,Crying,144,3681_1
76185,9918875842,Non-Canonical,144,3681_1
76186,9918875842,Crying,144,3681_1
76187,9918875842,Laughing,144,3681_1
76188,9918875842,Non-Canonical,144,3681_1
76189,6316593570,Crying,144,3681_1
76190,6316593570,Crying,144,3681_1
76191,6316593570,Crying,144,3681_1
76192,6316593570,Crying,144,3681_1
76193,6316593570,Crying,144,3681_1
76194,6365489134,Crying,144,3681_1
76195,6365489134,Laughing,144,3681_1
76196,6365489134,Crying,144,3681_1
76197,6365489134,Crying,144,3681_1
76198,6365489134,Non-Canonical,144,3681_1
76199,806733706,Crying,144,3681_1
76200,806733706,Crying,144,3681_1
76201,806733706,Crying,144,3681_1
76202,806733706,Crying,144,3681_1
76203,806733706,Crying,144,3681_1
76204,1459980457,Crying,144,3681_1
76205,1459980457,Crying,144,3681_1
76206,1459980457,Crying,144,3681_1
76207,1459980457,Crying,144,3681_1
76208,1459980457,Laughing,144,3681_1
76209,2841508968,Canonical,144,3681_1
76210,2841508968,Non-Canonical,144,3681_1
76211,2841508968,Non-Canonical,144,3681_1
76212,2841508968,Non-Canonical,144,3681_1
76213,2841508968,Junk,144,3681_1
76214,7003293501,Crying,144,3681_1
76215,7003293501,Crying,144,3681_1
76216,7003293501,Non-Canonical,144,3681_1
76217,7003293501,Crying,144,3681_1
76218,7003293501,Junk,144,3681_1
76219,3988388701,Crying,144,3681_1
76220,3988388701,Crying,144,3681_1
76221,3988388701,Crying,144,3681_1
76222,3988388701,Laughing,144,3681_1
76223,3988388701,Crying,144,3681_1
76224,407427005,Non-Canonical,144,3681_1
76225,407427005,Crying,144,3681_1
76226,407427005,Crying,144,3681_1
76227,407427005,Crying,144,3681_1
76228,407427005,Non-Canonical,144,3681_1
76229,1983842039,Non-Canonical,144,3681_1
76230,1983842039,Junk,144,3681_1
76231,1983842039,Non-Canonical,144,3681_1
76232,1983842039,Junk,144,3681_1
76233,1983842039,Non-Canonical,144,3681_1
76234,5840188066,Crying,144,3681_1
76235,5840188066,Crying,144,3681_1
76236,5840188066,Crying,144,3681_1
76237,5840188066,Canonical,144,3681_1
76238,5840188066,Crying,144,3681_1
76239,5025993685,Crying,144,3681_1
76240,5025993685,Crying,144,3681_1
76241,5025993685,Non-Canonical,144,3681_1
76242,5025993685,Non-Canonical,144,3681_1
76243,5025993685,Non-Canonical,144,3681_1
76244,1725558014,Crying,144,3681_1
76245,1725558014,Crying,144,3681_1
76246,1725558014,Crying,144,3681_1
76247,1725558014,Crying,144,3681_1
76248,1725558014,Non-Canonical,144,3681_1
76249,2423060550,Crying,144,3681_1
76250,2423060550,Non-Canonical,144,3681_1
76251,2423060550,Crying,144,3681_1
76252,2423060550,Crying,144,3681_1
76253,2423060550,Crying,144,3681_1
76254,9145148099,Non-Canonical,144,3681_1
76255,9145148099,Crying,144,3681_1
76256,9145148099,Crying,144,3681_1
76257,9145148099,Crying,144,3681_1
76258,9145148099,Crying,144,3681_1
76259,169278398,Crying,144,3681_1
76260,169278398,Crying,144,3681_1
76261,169278398,Crying,144,3681_1
76262,169278398,Non-Canonical,144,3681_1
76263,169278398,Crying,144,3681_1
76264,5712146834,Crying,144,3681_1
76265,5712146834,Crying,144,3681_1
76266,5712146834,Non-Canonical,144,3681_1
76267,5712146834,Canonical,144,3681_1
76268,5712146834,Non-Canonical,144,3681_1
76269,512132566,Canonical,144,3681_1
76270,512132566,Crying,144,3681_1
76271,512132566,Crying,144,3681_1
76272,512132566,Crying,144,3681_1
76273,512132566,Crying,144,3681_1
76274,292490688,Non-Canonical,144,3681_1
76275,292490688,Laughing,144,3681_1
76276,292490688,Non-Canonical,144,3681_1
76277,292490688,Non-Canonical,144,3681_1
76278,292490688,Crying,144,3681_1
76279,1177628764,Crying,144,3681_1
76280,1177628764,Laughing,144,3681_1
76281,1177628764,Junk,144,3681_1
76282,1177628764,Crying,144,3681_1
76283,1177628764,Crying,144,3681_1
76284,3329136681,Non-Canonical,144,3681_1
76285,3329136681,Non-Canonical,144,3681_1
76286,3329136681,Non-Canonical,144,3681_1
76287,3329136681,Crying,144,3681_1
76288,3329136681,Crying,144,3681_1
76289,1447486654,Laughing,144,3681_1
76290,1447486654,Non-Canonical,144,3681_1
76291,1447486654,Crying,144,3681_1
76292,1447486654,Crying,144,3681_1
76293,1447486654,Crying,144,3681_1
76294,6346671213,Crying,144,3681_1
76295,6346671213,Laughing,144,3681_1
76296,6346671213,Laughing,144,3681_1
76297,6346671213,Crying,144,3681_1
76298,6346671213,Crying,144,3681_1
76299,4021395254,Crying,144,3681_1
76300,4021395254,Crying,144,3681_1
76301,4021395254,Laughing,144,3681_1
76302,4021395254,Crying,144,3681_1
76303,4021395254,Crying,144,3681_1
76304,3424020306,Crying,144,3681_1
76305,3424020306,Crying,144,3681_1
76306,3424020306,Crying,144,3681_1
76307,3424020306,Junk,144,3681_1
76308,3424020306,Crying,144,3681_1
76309,4576721308,Non-Canonical,144,3681_1
76310,4576721308,Non-Canonical,144,3681_1
76311,4576721308,Non-Canonical,144,3681_1
76312,4576721308,Non-Canonical,144,3681_1
76313,4576721308,Non-Canonical,144,3681_1
76314,1291465920,Crying,144,3681_1
76315,1291465920,Non-Canonical,144,3681_1
76316,1291465920,Crying,144,3681_1
76317,1291465920,Crying,144,3681_1
76318,1291465920,Crying,144,3681_1
76319,1291465920,Crying,144,3681_1
76320,7749695933,Crying,144,3681_1
76321,7749695933,Crying,144,3681_1
76322,7749695933,Crying,144,3681_1
76323,7749695933,Non-Canonical,144,3681_1
76324,7749695933,Non-Canonical,144,3681_1
76325,9128498231,Laughing,144,3681_1
76326,9128498231,Laughing,144,3681_1
76327,9128498231,Laughing,144,3681_1
76328,9128498231,Laughing,144,3681_1
76329,9128498231,Non-Canonical,144,3681_1
76330,820888603,Laughing,144,3681_1
76331,820888603,Laughing,144,3681_1
76332,820888603,Junk,144,3681_1
76333,820888603,Junk,144,3681_1
76334,820888603,Crying,144,3681_1
76335,2504989566,Crying,144,3681_1
76336,2504989566,Non-Canonical,144,3681_1
76337,2504989566,Crying,144,3681_1
76338,2504989566,Non-Canonical,144,3681_1
76339,2504989566,Junk,144,3681_1
76340,6265933351,Laughing,144,3681_1
76341,6265933351,Junk,144,3681_1
76342,6265933351,Junk,144,3681_1
76343,6265933351,Crying,144,3681_1
76344,6265933351,Junk,144,3681_1
76345,6275520123,Crying,144,3681_1
76346,6275520123,Junk,144,3681_1
76347,6275520123,Crying,144,3681_1
76348,6275520123,Laughing,144,3681_1
76349,6275520123,Crying,144,3681_1
76350,8525344371,Junk,144,3681_1
76351,8525344371,Crying,144,3681_1
76352,8525344371,Crying,144,3681_1
76353,8525344371,Crying,144,3681_1
76354,8525344371,Crying,144,3681_1
76355,2635240057,Laughing,144,3681_1
76356,2635240057,Crying,144,3681_1
76357,2635240057,Laughing,144,3681_1
76358,2635240057,Non-Canonical,144,3681_1
76359,2635240057,Laughing,144,3681_1
76360,3630545497,Canonical,144,3681_1
76361,3630545497,Crying,144,3681_1
76362,3630545497,Crying,144,3681_1
76363,3630545497,Crying,144,3681_1
76364,3630545497,Non-Canonical,144,3681_1
76365,9167709206,Crying,144,3681_1
76366,9167709206,Crying,144,3681_1
76367,9167709206,Crying,144,3681_1
76368,9167709206,Crying,144,3681_1
76369,9167709206,Laughing,144,3681_1
76370,9344612498,Non-Canonical,144,3681_1
76371,9344612498,Crying,144,3681_1
76372,9344612498,Crying,144,3681_1
76373,9344612498,Crying,144,3681_1
76374,9344612498,Junk,144,3681_1
76375,5038893463,Non-Canonical,144,3681_1
76376,5038893463,Non-Canonical,144,3681_1
76377,5038893463,Junk,144,3681_1
76378,5038893463,Non-Canonical,144,3681_1
76379,5038893463,Crying,144,3681_1
76380,2168845224,Laughing,144,3681_1
76381,2168845224,Crying,144,3681_1
76382,2168845224,Laughing,144,3681_1
76383,2168845224,Crying,144,3681_1
76384,2168845224,Crying,144,3681_1
76385,1974956888,Crying,144,3681_1
76386,1974956888,Junk,144,3681_1
76387,1974956888,Non-Canonical,144,3681_1
76388,1974956888,Crying,144,3681_1
76389,1974956888,Crying,144,3681_1
76390,1902157698,Non-Canonical,144,3681_1
76391,1902157698,Crying,144,3681_1
76392,1902157698,Laughing,144,3681_1
76393,1902157698,Crying,144,3681_1
76394,1902157698,Non-Canonical,144,3681_1
76395,1940007598,Crying,144,3681_1
76396,1940007598,Crying,144,3681_1
76397,1940007598,Crying,144,3681_1
76398,1940007598,Crying,144,3681_1
76399,1940007598,Crying,144,3681_1
76400,4908309208,Laughing,144,3681_1
76401,4908309208,Laughing,144,3681_1
76402,4908309208,Laughing,144,3681_1
76403,4908309208,Junk,144,3681_1
76404,4908309208,Crying,144,3681_1
76405,6314442617,Crying,144,3681_1
76406,6314442617,Crying,144,3681_1
76407,6314442617,Crying,144,3681_1
76408,6314442617,Crying,144,3681_1
76409,6314442617,Crying,144,3681_1
76410,498377958,Crying,144,3681_1
76411,498377958,Crying,144,3681_1
76412,498377958,Crying,144,3681_1
76413,498377958,Non-Canonical,144,3681_1
76414,498377958,Crying,144,3681_1
76415,2926268687,Laughing,144,3681_1
76416,2926268687,Crying,144,3681_1
76417,2926268687,Crying,144,3681_1
76418,2926268687,Crying,144,3681_1
76419,2926268687,Crying,144,3681_1
76420,9649292430,Crying,144,3681_1
76421,9649292430,Crying,144,3681_1
76422,9649292430,Non-Canonical,144,3681_1
76423,9649292430,Non-Canonical,144,3681_1
76424,9649292430,Non-Canonical,144,3681_1
76425,6702093552,Non-Canonical,144,3681_1
76426,6702093552,Laughing,144,3681_1
76427,6702093552,Junk,144,3681_1
76428,6702093552,Non-Canonical,144,3681_1
76429,6702093552,Laughing,144,3681_1
76430,6878703268,Crying,144,3681_1
76431,6878703268,Crying,144,3681_1
76432,6878703268,Crying,144,3681_1
76433,6878703268,Crying,144,3681_1
76434,6878703268,Non-Canonical,144,3681_1
76435,5766265809,Laughing,144,3681_1
76436,5766265809,Canonical,144,3681_1
76437,5766265809,Laughing,144,3681_1
76438,5766265809,Non-Canonical,144,3681_1
76439,5766265809,Crying,144,3681_1
76440,6831815411,Non-Canonical,144,3681_1
76441,6831815411,Crying,144,3681_1
76442,6831815411,Crying,144,3681_1
76443,6831815411,Junk,144,3681_1
76444,6831815411,Crying,144,3681_1
76445,647698658,Non-Canonical,144,3681_1
76446,647698658,Non-Canonical,144,3681_1
76447,647698658,Non-Canonical,144,3681_1
76448,647698658,Non-Canonical,144,3681_1
76449,647698658,Crying,144,3681_1
76450,6886247424,Laughing,144,3681_1
76451,6886247424,Crying,144,3681_1
76452,6886247424,Crying,144,3681_1
76453,6886247424,Crying,144,3681_1
76454,6886247424,Crying,144,3681_1
76455,5291610821,Laughing,144,3681_1
76456,5291610821,Crying,144,3681_1
76457,5291610821,Crying,144,3681_1
76458,5291610821,Crying,144,3681_1
76459,5291610821,Crying,144,3681_1
76460,1076457982,Crying,144,3681_1
76461,1076457982,Crying,144,3681_1
76462,1076457982,Crying,144,3681_1
76463,1076457982,Laughing,144,3681_1
76464,1076457982,Crying,144,3681_1
76465,9693959117,Crying,144,3681_1
76466,9693959117,Crying,144,3681_1
76467,9693959117,Non-Canonical,144,3681_1
76468,9693959117,Crying,144,3681_1
76469,9693959117,Crying,144,3681_1
76470,3137499430,Junk,144,3681_1
76471,3137499430,Crying,144,3681_1
76472,3137499430,Non-Canonical,144,3681_1
76473,3137499430,Junk,144,3681_1
76474,3137499430,Junk,144,3681_1
76475,1504243199,Crying,144,3681_1
76476,1504243199,Crying,144,3681_1
76477,1504243199,Crying,144,3681_1
76478,1504243199,Crying,144,3681_1
76479,1504243199,Crying,144,3681_1
76480,161781178,Crying,144,3681_1
76481,161781178,Crying,144,3681_1
76482,161781178,Crying,144,3681_1
76483,161781178,Crying,144,3681_1
76484,161781178,Crying,144,3681_1
76485,5023080689,Crying,144,3681_1
76486,5023080689,Laughing,144,3681_1
76487,5023080689,Crying,144,3681_1
76488,5023080689,Crying,144,3681_1
76489,5023080689,Laughing,144,3681_1
76490,9116313857,Crying,144,3681_1
76491,9116313857,Crying,144,3681_1
76492,9116313857,Crying,144,3681_1
76493,9116313857,Crying,144,3681_1
76494,9116313857,Laughing,144,3681_1
76495,5419061378,Non-Canonical,144,3681_1
76496,5419061378,Laughing,144,3681_1
76497,5419061378,Non-Canonical,144,3681_1
76498,5419061378,Laughing,144,3681_1
76499,5419061378,Crying,144,3681_1
76500,4729948801,Crying,144,3681_1
76501,4729948801,Laughing,144,3681_1
76502,4729948801,Laughing,144,3681_1
76503,4729948801,Junk,144,3681_1
76504,4729948801,Crying,144,3681_1
76505,5663828883,Laughing,144,3681_1
76506,5663828883,Laughing,144,3681_1
76507,5663828883,Junk,144,3681_1
76508,5663828883,Junk,144,3681_1
76509,5663828883,Crying,144,3681_1
76510,7501445149,Non-Canonical,144,3681_1
76511,7501445149,Crying,144,3681_1
76512,7501445149,Non-Canonical,144,3681_1
76513,7501445149,Crying,144,3681_1
76514,7501445149,Laughing,144,3681_1
76515,9442719791,Junk,144,3681_1
76516,9442719791,Non-Canonical,144,3681_1
76517,9442719791,Non-Canonical,144,3681_1
76518,9442719791,Non-Canonical,144,3681_1
76519,9442719791,Non-Canonical,144,3681_1
76520,3515900403,Crying,144,3681_1
76521,3515900403,Non-Canonical,144,3681_1
76522,3515900403,Crying,144,3681_1
76523,3515900403,Crying,144,3681_1
76524,3515900403,Non-Canonical,144,3681_1
76525,7025563617,Junk,144,3681_1
76526,7025563617,Crying,144,3681_1
76527,7025563617,Non-Canonical,144,3681_1
76528,7025563617,Non-Canonical,144,3681_1
76529,7025563617,Non-Canonical,144,3681_1
76530,7678881276,Crying,144,3681_1
76531,7678881276,Non-Canonical,144,3681_1
76532,7678881276,Crying,144,3681_1
76533,7678881276,Non-Canonical,144,3681_1
76534,7678881276,Non-Canonical,144,3681_1
76535,8554489195,Crying,144,3681_1
76536,8554489195,Crying,144,3681_1
76537,8554489195,Crying,144,3681_1
76538,8554489195,Non-Canonical,144,3681_1
76539,8554489195,Non-Canonical,144,3681_1
76540,1884825741,Crying,144,3681_1
76541,1884825741,Non-Canonical,144,3681_1
76542,1884825741,Crying,144,3681_1
76543,1884825741,Crying,144,3681_1
76544,1884825741,Crying,144,3681_1
76545,853002901,Crying,144,3681_1
76546,853002901,Crying,144,3681_1
76547,853002901,Crying,144,3681_1
76548,853002901,Crying,144,3681_1
76549,853002901,Laughing,144,3681_1
76550,521064317,Crying,144,3681_1
76551,521064317,Crying,144,3681_1
76552,521064317,Non-Canonical,144,3681_1
76553,521064317,Non-Canonical,144,3681_1
76554,521064317,Crying,144,3681_1
76555,7448264609,Canonical,144,3681_1
76556,7448264609,Non-Canonical,144,3681_1
76557,7448264609,Non-Canonical,144,3681_1
76558,7448264609,Non-Canonical,144,3681_1
76559,7448264609,Non-Canonical,144,3681_1
76560,5306566421,Crying,144,3681_1
76561,5306566421,Crying,144,3681_1
76562,5306566421,Crying,144,3681_1
76563,5306566421,Laughing,144,3681_1
76564,5306566421,Crying,144,3681_1
76565,558619897,Non-Canonical,144,3681_1
76566,558619897,Non-Canonical,144,3681_1
76567,558619897,Non-Canonical,144,3681_1
76568,558619897,Crying,144,3681_1
76569,558619897,Crying,144,3681_1
76570,6691387298,Crying,144,3681_1
76571,6691387298,Laughing,144,3681_1
76572,6691387298,Laughing,144,3681_1
76573,6691387298,Non-Canonical,144,3681_1
76574,6691387298,Crying,144,3681_1
76575,8420507422,Crying,144,3681_1
76576,8420507422,Non-Canonical,144,3681_1
76577,8420507422,Crying,144,3681_1
76578,8420507422,Crying,144,3681_1
76579,8420507422,Non-Canonical,144,3681_1
76580,195480134,Non-Canonical,144,3681_1
76581,195480134,Crying,144,3681_1
76582,195480134,Non-Canonical,144,3681_1
76583,195480134,Junk,144,3681_1
76584,195480134,Crying,144,3681_1
76585,7959404860,Non-Canonical,144,3681_1
76586,7959404860,Junk,144,3681_1
76587,7959404860,Crying,144,3681_1
76588,7959404860,Junk,144,3681_1
76589,7959404860,Junk,144,3681_1
76590,4642128263,Crying,144,3681_1
76591,4642128263,Crying,144,3681_1
76592,4642128263,Non-Canonical,144,3681_1
76593,4642128263,Junk,144,3681_1
76594,4642128263,Crying,144,3681_1
76595,3957674939,Non-Canonical,144,3681_1
76596,3957674939,Canonical,144,3681_1
76597,3957674939,Crying,144,3681_1
76598,3957674939,Non-Canonical,144,3681_1
76599,3957674939,Crying,144,3681_1
76600,3584402329,Non-Canonical,144,3681_1
76601,3584402329,Crying,144,3681_1
76602,3584402329,Non-Canonical,144,3681_1
76603,3584402329,Non-Canonical,144,3681_1
76604,3584402329,Laughing,144,3681_1
76605,4036696116,Crying,144,3681_1
76606,4036696116,Crying,144,3681_1
76607,4036696116,Non-Canonical,144,3681_1
76608,4036696116,Crying,144,3681_1
76609,4036696116,Crying,144,3681_1
76610,2627759546,Crying,144,3681_1
76611,2627759546,Non-Canonical,144,3681_1
76612,2627759546,Crying,144,3681_1
76613,2627759546,Non-Canonical,144,3681_1
76614,2627759546,Non-Canonical,144,3681_1
76615,6828327034,Crying,144,3681_1
76616,6828327034,Crying,144,3681_1
76617,6828327034,Junk,144,3681_1
76618,6828327034,Crying,144,3681_1
76619,6828327034,Crying,144,3681_1
76620,8465943698,Crying,144,3681_1
76621,8465943698,Crying,144,3681_1
76622,8465943698,Crying,144,3681_1
76623,8465943698,Crying,144,3681_1
76624,8465943698,Crying,144,3681_1
76625,932625668,Laughing,144,3681_1
76626,932625668,Crying,144,3681_1
76627,932625668,Crying,144,3681_1
76628,932625668,Crying,144,3681_1
76629,932625668,Crying,144,3681_1
76630,8557908924,Canonical,144,3681_1
76631,8557908924,Crying,144,3681_1
76632,8557908924,Canonical,144,3681_1
76633,8557908924,Non-Canonical,144,3681_1
76634,8557908924,Crying,144,3681_1
76635,5744785700,Laughing,144,3681_1
76636,5744785700,Laughing,144,3681_1
76637,5744785700,Laughing,144,3681_1
76638,5744785700,Laughing,144,3681_1
76639,5744785700,Laughing,144,3681_1
76640,1741699337,Crying,144,3681_1
76641,1741699337,Crying,144,3681_1
76642,1741699337,Crying,144,3681_1
76643,1741699337,Crying,144,3681_1
76644,1741699337,Crying,144,3681_1
76645,5794340218,Crying,144,3681_1
76646,5794340218,Laughing,144,3681_1
76647,5794340218,Crying,144,3681_1
76648,5794340218,Crying,144,3681_1
76649,5794340218,Crying,144,3681_1
76650,117814373,Non-Canonical,144,3681_1
76651,117814373,Non-Canonical,144,3681_1
76652,117814373,Non-Canonical,144,3681_1
76653,117814373,Non-Canonical,144,3681_1
76654,117814373,Crying,144,3681_1
76655,1801647555,Crying,144,3681_1
76656,1801647555,Crying,144,3681_1
76657,1801647555,Crying,144,3681_1
76658,1801647555,Crying,144,3681_1
76659,1801647555,Non-Canonical,144,3681_1
76660,9264387478,Non-Canonical,144,3681_1
76661,9264387478,Non-Canonical,144,3681_1
76662,9264387478,Non-Canonical,144,3681_1
76663,9264387478,Crying,144,3681_1
76664,9264387478,Crying,144,3681_1
76665,6115173923,Junk,144,3681_1
76666,6115173923,Laughing,144,3681_1
76667,6115173923,Junk,144,3681_1
76668,6115173923,Crying,144,3681_1
76669,6115173923,Crying,144,3681_1
76670,3973565595,Laughing,144,3681_1
76671,3973565595,Non-Canonical,144,3681_1
76672,3973565595,Crying,144,3681_1
76673,3973565595,Crying,144,3681_1
76674,3973565595,Non-Canonical,144,3681_1
76675,6818601311,Non-Canonical,144,3681_1
76676,6818601311,Crying,144,3681_1
76677,6818601311,Non-Canonical,144,3681_1
76678,6818601311,Non-Canonical,144,3681_1
76679,6818601311,Crying,144,3681_1
76680,7715678180,Non-Canonical,144,3681_1
76681,7715678180,Laughing,144,3681_1
76682,7715678180,Laughing,144,3681_1
76683,7715678180,Laughing,144,3681_1
76684,7715678180,Junk,144,3681_1
76685,6083956234,Crying,144,3681_1
76686,6083956234,Laughing,144,3681_1
76687,6083956234,Crying,144,3681_1
76688,6083956234,Crying,144,3681_1
76689,6083956234,Crying,144,3681_1
76690,8597089687,Non-Canonical,144,3681_1
76691,8597089687,Non-Canonical,144,3681_1
76692,8597089687,Laughing,144,3681_1
76693,8597089687,Non-Canonical,144,3681_1
76694,8597089687,Non-Canonical,144,3681_1
76695,599884243,Junk,144,3681_1
76696,599884243,Non-Canonical,144,3681_1
76697,599884243,Laughing,144,3681_1
76698,599884243,Canonical,144,3681_1
76699,599884243,Crying,144,3681_1
76700,8868707030,Non-Canonical,144,3681_1
76701,8868707030,Non-Canonical,144,3681_1
76702,8868707030,Canonical,144,3681_1
76703,8868707030,Laughing,144,3681_1
76704,8868707030,Non-Canonical,144,3681_1
76705,6879998280,Crying,144,3681_1
76706,6879998280,Crying,144,3681_1
76707,6879998280,Laughing,144,3681_1
76708,6879998280,Laughing,144,3681_1
76709,6879998280,Laughing,144,3681_1
76710,8160764158,Laughing,144,3681_1
76711,8160764158,Laughing,144,3681_1
76712,8160764158,Laughing,144,3681_1
76713,8160764158,Crying,144,3681_1
76714,8160764158,Crying,144,3681_1
76715,6809137188,Laughing,144,3681_1
76716,6809137188,Junk,144,3681_1
76717,6809137188,Crying,144,3681_1
76718,6809137188,Crying,144,3681_1
76719,6809137188,Crying,144,3681_1
76720,847235544,Crying,144,3681_1
76721,847235544,Crying,144,3681_1
76722,847235544,Non-Canonical,144,3681_1
76723,847235544,Laughing,144,3681_1
76724,847235544,Non-Canonical,144,3681_1
76725,4622638094,Crying,144,3681_1
76726,4622638094,Crying,144,3681_1
