"","chunk_info","Answer","nvotes","sumvotes","ChildID","filename"
"3741_1 2254860068.mp3 38615.82 5","3741_1 2254860068.mp3 38615.82 5","Crying","4","5","3741_1","2254860068.mp3"
"3741_1 2255156654.mp3 28505 2","3741_1 2255156654.mp3 28505 2","","2","5","3741_1","2255156654.mp3"
"3741_1 2259189836.mp3 28558.95 1","3741_1 2259189836.mp3 28558.95 1","Non-Canonical","3","5","3741_1","2259189836.mp3"
"3741_1 2263764147.mp3 33092.38 0","3741_1 2263764147.mp3 33092.38 0","Non-Canonical","4","5","3741_1","2263764147.mp3"
"3741_1 2265061048.mp3 8456.92 1","3741_1 2265061048.mp3 8456.92 1","Non-Canonical","3","5","3741_1","2265061048.mp3"
"3741_1 2268004096.mp3 36508.61 0","3741_1 2268004096.mp3 36508.61 0","","2","5","3741_1","2268004096.mp3"
"3741_1 2273402569.mp3 8682.03 11","3741_1 2273402569.mp3 8682.03 11","Non-Canonical","4","5","3741_1","2273402569.mp3"
"3741_1 2273883459.mp3 42338.33 0","3741_1 2273883459.mp3 42338.33 0","Non-Canonical","4","5","3741_1","2273883459.mp3"
"3741_1 2284590724.mp3 1622.88 0","3741_1 2284590724.mp3 1622.88 0","Non-Canonical","3","5","3741_1","2284590724.mp3"
"3741_1 2285519200.mp3 42815.76 1","3741_1 2285519200.mp3 42815.76 1","Canonical","3","5","3741_1","2285519200.mp3"
"3741_1 2300541330.mp3 32998.07 1","3741_1 2300541330.mp3 32998.07 1","Crying","4","5","3741_1","2300541330.mp3"
"3741_1 2301604371.mp3 33570.02 0","3741_1 2301604371.mp3 33570.02 0","Junk","3","5","3741_1","2301604371.mp3"
"3741_1 2307662462.mp3 42932.94 0","3741_1 2307662462.mp3 42932.94 0","Laughing","4","5","3741_1","2307662462.mp3"
"3741_1 2317186414.mp3 3734.09 1","3741_1 2317186414.mp3 3734.09 1","Junk","5","5","3741_1","2317186414.mp3"
"3741_1 2318813742.mp3 8532.69 5","3741_1 2318813742.mp3 8532.69 5","Crying","3","5","3741_1","2318813742.mp3"
"3741_1 2322237194.mp3 27306.1 1","3741_1 2322237194.mp3 27306.1 1","Non-Canonical","3","5","3741_1","2322237194.mp3"
"3741_1 2326449535.mp3 27061.08 1","3741_1 2326449535.mp3 27061.08 1","","2","5","3741_1","2326449535.mp3"
"3741_1 2331984046.mp3 28681.82 0","3741_1 2331984046.mp3 28681.82 0","Non-Canonical","4","5","3741_1","2331984046.mp3"
"3741_1 2333780380.mp3 33075.75 0","3741_1 2333780380.mp3 33075.75 0","Non-Canonical","3","5","3741_1","2333780380.mp3"
"3741_1 2334622694.mp3 8486.9 0","3741_1 2334622694.mp3 8486.9 0","Crying","5","5","3741_1","2334622694.mp3"
"3741_1 2337477458.mp3 3734.09 0","3741_1 2337477458.mp3 3734.09 0","Junk","4","5","3741_1","2337477458.mp3"
"3741_1 2342114565.mp3 42976.43 0","3741_1 2342114565.mp3 42976.43 0","","2","5","3741_1","2342114565.mp3"
"3741_1 2344037782.mp3 8672.45 1","3741_1 2344037782.mp3 8672.45 1","Crying","3","5","3741_1","2344037782.mp3"
"3741_1 2362065378.mp3 43072.92 1","3741_1 2362065378.mp3 43072.92 1","Crying","5","5","3741_1","2362065378.mp3"
"3741_1 2363947787.mp3 42563.28 2","3741_1 2363947787.mp3 42563.28 2","","2","5","3741_1","2363947787.mp3"
"3741_1 2365914469.mp3 3802.46 1","3741_1 2365914469.mp3 3802.46 1","Canonical","3","5","3741_1","2365914469.mp3"
"3741_1 2380530424.mp3 33529.04 0","3741_1 2380530424.mp3 33529.04 0","Junk","5","5","3741_1","2380530424.mp3"
"3741_1 2383901980.mp3 42687.43 0","3741_1 2383901980.mp3 42687.43 0","Junk","5","5","3741_1","2383901980.mp3"
"3741_1 2384439091.mp3 33042.64 0","3741_1 2384439091.mp3 33042.64 0","Junk","3","5","3741_1","2384439091.mp3"
"3741_1 2406901493.mp3 28437.42 0","3741_1 2406901493.mp3 28437.42 0","Non-Canonical","3","5","3741_1","2406901493.mp3"
"3741_1 2414344479.mp3 4607.07 4","3741_1 2414344479.mp3 4607.07 4","","2","5","3741_1","2414344479.mp3"
"3741_1 2425916240.mp3 4643.68 0","3741_1 2425916240.mp3 4643.68 0","Crying","4","5","3741_1","2425916240.mp3"
"3741_1 2433394304.mp3 28483.09 0","3741_1 2433394304.mp3 28483.09 0","Non-Canonical","3","5","3741_1","2433394304.mp3"
"3741_1 2438516839.mp3 33533.05 1","3741_1 2438516839.mp3 33533.05 1","Junk","5","5","3741_1","2438516839.mp3"
"3741_1 2441371310.mp3 33148.96 2","3741_1 2441371310.mp3 33148.96 2","Non-Canonical","3","5","3741_1","2441371310.mp3"
"3741_1 2443468885.mp3 42686.85 0","3741_1 2443468885.mp3 42686.85 0","Crying","4","5","3741_1","2443468885.mp3"
"3741_1 2450674957.mp3 27052.65 1","3741_1 2450674957.mp3 27052.65 1","Non-Canonical","3","5","3741_1","2450674957.mp3"
"3741_1 2458642211.mp3 8475.87 2","3741_1 2458642211.mp3 8475.87 2","Crying","4","5","3741_1","2458642211.mp3"
"3741_1 2474784996.mp3 38619.8 1","3741_1 2474784996.mp3 38619.8 1","Crying","3","5","3741_1","2474784996.mp3"
"3741_1 2477381472.mp3 33223.22 0","3741_1 2477381472.mp3 33223.22 0","Junk","5","5","3741_1","2477381472.mp3"
"3741_1 2481592771.mp3 10121.21 0","3741_1 2481592771.mp3 10121.21 0","Junk","5","5","3741_1","2481592771.mp3"
"3741_1 2484261815.mp3 20941.7 1","3741_1 2484261815.mp3 20941.7 1","Non-Canonical","3","5","3741_1","2484261815.mp3"
"3741_1 2484275754.mp3 28608.52 0","3741_1 2484275754.mp3 28608.52 0","","2","5","3741_1","2484275754.mp3"
"3741_1 2488826407.mp3 42321.85 0","3741_1 2488826407.mp3 42321.85 0","","2","5","3741_1","2488826407.mp3"
"3741_1 2493776065.mp3 25621.56 1","3741_1 2493776065.mp3 25621.56 1","Non-Canonical","3","5","3741_1","2493776065.mp3"
"3741_1 2497087475.mp3 36575.44 0","3741_1 2497087475.mp3 36575.44 0","Crying","4","5","3741_1","2497087475.mp3"
"3741_1 2497721606.mp3 33460.75 1","3741_1 2497721606.mp3 33460.75 1","","2","5","3741_1","2497721606.mp3"
"3741_1 2499291511.mp3 42781.12 0","3741_1 2499291511.mp3 42781.12 0","Junk","5","5","3741_1","2499291511.mp3"
"3741_1 2506664730.mp3 38065.38 1","3741_1 2506664730.mp3 38065.38 1","","2","5","3741_1","2506664730.mp3"
"3741_1 2509130675.mp3 33093.53 3","3741_1 2509130675.mp3 33093.53 3","Canonical","3","5","3741_1","2509130675.mp3"
"3741_1 2510948119.mp3 8021.13 2","3741_1 2510948119.mp3 8021.13 2","Crying","5","5","3741_1","2510948119.mp3"
"3741_1 2517744584.mp3 33511.05 8","3741_1 2517744584.mp3 33511.05 8","Junk","4","5","3741_1","2517744584.mp3"
"3741_1 2519799814.mp3 28729.42 0","3741_1 2519799814.mp3 28729.42 0","","2","5","3741_1","2519799814.mp3"
"3741_1 2521033013.mp3 26993.87 1","3741_1 2521033013.mp3 26993.87 1","Crying","4","5","3741_1","2521033013.mp3"
"3741_1 2521635150.mp3 43075.96 1","3741_1 2521635150.mp3 43075.96 1","Crying","5","5","3741_1","2521635150.mp3"
"3741_1 2524667673.mp3 33522.1 1","3741_1 2524667673.mp3 33522.1 1","Non-Canonical","4","5","3741_1","2524667673.mp3"
"3741_1 2531908370.mp3 43044.86 2","3741_1 2531908370.mp3 43044.86 2","Junk","3","5","3741_1","2531908370.mp3"
"3741_1 2548373104.mp3 27022.48 3","3741_1 2548373104.mp3 27022.48 3","Crying","3","5","3741_1","2548373104.mp3"
"3741_1 2549451056.mp3 38612.96 3","3741_1 2549451056.mp3 38612.96 3","Non-Canonical","4","5","3741_1","2549451056.mp3"
"3741_1 2551099599.mp3 8538.22 0","3741_1 2551099599.mp3 8538.22 0","Crying","4","5","3741_1","2551099599.mp3"
"3741_1 2563560499.mp3 28636.28 0","3741_1 2563560499.mp3 28636.28 0","Crying","4","5","3741_1","2563560499.mp3"
"3741_1 2564746301.mp3 8556.56 1","3741_1 2564746301.mp3 8556.56 1","Junk","5","5","3741_1","2564746301.mp3"
"3741_1 2567163862.mp3 42428.01 1","3741_1 2567163862.mp3 42428.01 1","","2","5","3741_1","2567163862.mp3"
"3741_1 2567693541.mp3 27546.62 1","3741_1 2567693541.mp3 27546.62 1","","2","5","3741_1","2567693541.mp3"
"3741_1 2572722688.mp3 42705.78 0","3741_1 2572722688.mp3 42705.78 0","Crying","3","5","3741_1","2572722688.mp3"
"3741_1 2581628241.mp3 8072.12 0","3741_1 2581628241.mp3 8072.12 0","Non-Canonical","3","5","3741_1","2581628241.mp3"
"3741_1 2595852596.mp3 28464.51 0","3741_1 2595852596.mp3 28464.51 0","Crying","3","5","3741_1","2595852596.mp3"
"3741_1 2597441487.mp3 38605.39 8","3741_1 2597441487.mp3 38605.39 8","Non-Canonical","4","5","3741_1","2597441487.mp3"
"3741_1 2600103169.mp3 33330 1","3741_1 2600103169.mp3 33330 1","","2","5","3741_1","2600103169.mp3"
"3741_1 2615560639.mp3 42750.97 4","3741_1 2615560639.mp3 42750.97 4","Junk","4","5","3741_1","2615560639.mp3"
"3741_1 2618338225.mp3 42714.23 2","3741_1 2618338225.mp3 42714.23 2","","2","5","3741_1","2618338225.mp3"
"3741_1 2622185644.mp3 28337.12 4","3741_1 2622185644.mp3 28337.12 4","Crying","4","5","3741_1","2622185644.mp3"
"3741_1 2630030247.mp3 27569.09 1","3741_1 2630030247.mp3 27569.09 1","Non-Canonical","4","5","3741_1","2630030247.mp3"
"3741_1 2632012034.mp3 5838.4 1","3741_1 2632012034.mp3 5838.4 1","","2","5","3741_1","2632012034.mp3"
"3741_1 2634764598.mp3 33560.3 0","3741_1 2634764598.mp3 33560.3 0","Junk","3","5","3741_1","2634764598.mp3"
"3741_1 2642761732.mp3 41869.94 1","3741_1 2642761732.mp3 41869.94 1","Junk","5","5","3741_1","2642761732.mp3"
"3741_1 2644051328.mp3 33482.17 1","3741_1 2644051328.mp3 33482.17 1","Non-Canonical","4","5","3741_1","2644051328.mp3"
"3741_1 2650203688.mp3 42884.81 0","3741_1 2650203688.mp3 42884.81 0","Non-Canonical","4","5","3741_1","2650203688.mp3"
"3741_1 2659218465.mp3 33520.76 0","3741_1 2659218465.mp3 33520.76 0","Junk","3","5","3741_1","2659218465.mp3"
"3741_1 2659570336.mp3 33010.15 14","3741_1 2659570336.mp3 33010.15 14","Crying","3","5","3741_1","2659570336.mp3"
"3741_1 2660280865.mp3 17729.1 0","3741_1 2660280865.mp3 17729.1 0","Junk","5","5","3741_1","2660280865.mp3"
"3741_1 2662381307.mp3 33220.59 1","3741_1 2662381307.mp3 33220.59 1","Non-Canonical","3","5","3741_1","2662381307.mp3"
"3741_1 2664480379.mp3 28725.73 2","3741_1 2664480379.mp3 28725.73 2","","2","5","3741_1","2664480379.mp3"
"3741_1 2665627431.mp3 28627.92 1","3741_1 2665627431.mp3 28627.92 1","","2","5","3741_1","2665627431.mp3"
"3741_1 2665730094.mp3 27292.14 0","3741_1 2665730094.mp3 27292.14 0","Crying","4","5","3741_1","2665730094.mp3"
"3741_1 2669671016.mp3 27546.62 0","3741_1 2669671016.mp3 27546.62 0","Canonical","5","5","3741_1","2669671016.mp3"
"3741_1 2683777968.mp3 8551.43 5","3741_1 2683777968.mp3 8551.43 5","","2","5","3741_1","2683777968.mp3"
"3741_1 2689631271.mp3 28448.61 0","3741_1 2689631271.mp3 28448.61 0","Non-Canonical","4","5","3741_1","2689631271.mp3"
"3741_1 2694375204.mp3 43057.78 0","3741_1 2694375204.mp3 43057.78 0","Crying","3","5","3741_1","2694375204.mp3"
"3741_1 2696518679.mp3 7916.66 1","3741_1 2696518679.mp3 7916.66 1","Crying","4","5","3741_1","2696518679.mp3"
"3741_1 2699800205.mp3 8551.43 2","3741_1 2699800205.mp3 8551.43 2","Crying","4","5","3741_1","2699800205.mp3"
"3741_1 2704275356.mp3 28472.92 7","3741_1 2704275356.mp3 28472.92 7","Crying","4","5","3741_1","2704275356.mp3"
"3741_1 2704924070.mp3 42690.23 2","3741_1 2704924070.mp3 42690.23 2","Junk","3","5","3741_1","2704924070.mp3"
"3741_1 2707922389.mp3 43155.88 0","3741_1 2707922389.mp3 43155.88 0","Crying","4","5","3741_1","2707922389.mp3"
"3741_1 2708620526.mp3 4618.91 1","3741_1 2708620526.mp3 4618.91 1","Crying","3","5","3741_1","2708620526.mp3"
"3741_1 2715786396.mp3 33511.05 0","3741_1 2715786396.mp3 33511.05 0","Junk","3","5","3741_1","2715786396.mp3"
"3741_1 2715812629.mp3 41972.09 1","3741_1 2715812629.mp3 41972.09 1","Laughing","3","5","3741_1","2715812629.mp3"
"3741_1 2715931288.mp3 8492.95 0","3741_1 2715931288.mp3 8492.95 0","","2","5","3741_1","2715931288.mp3"
"3741_1 2730566328.mp3 33435.81 0","3741_1 2730566328.mp3 33435.81 0","Junk","4","5","3741_1","2730566328.mp3"
"3741_1 2741185421.mp3 27278.71 1","3741_1 2741185421.mp3 27278.71 1","Non-Canonical","5","5","3741_1","2741185421.mp3"
"3741_1 2744474366.mp3 42811.26 0","3741_1 2744474366.mp3 42811.26 0","Non-Canonical","4","5","3741_1","2744474366.mp3"
"3741_1 2750612933.mp3 28535.82 1","3741_1 2750612933.mp3 28535.82 1","Non-Canonical","3","5","3741_1","2750612933.mp3"
"3741_1 2754007060.mp3 17727.59 0","3741_1 2754007060.mp3 17727.59 0","","2","5","3741_1","2754007060.mp3"
"3741_1 2770936810.mp3 38639.96 0","3741_1 2770936810.mp3 38639.96 0","Crying","4","5","3741_1","2770936810.mp3"
"3741_1 2787168560.mp3 28464.51 1","3741_1 2787168560.mp3 28464.51 1","Non-Canonical","4","5","3741_1","2787168560.mp3"
"3741_1 2787937108.mp3 27441.94 2","3741_1 2787937108.mp3 27441.94 2","Non-Canonical","4","5","3741_1","2787937108.mp3"
"3741_1 2788193263.mp3 27229.19 0","3741_1 2788193263.mp3 27229.19 0","Non-Canonical","3","5","3741_1","2788193263.mp3"
"3741_1 2789256637.mp3 33026.5 1","3741_1 2789256637.mp3 33026.5 1","Crying","4","5","3741_1","2789256637.mp3"
"3741_1 2795895563.mp3 33008.34 0","3741_1 2795895563.mp3 33008.34 0","","2","5","3741_1","2795895563.mp3"
"3741_1 2807035706.mp3 33508.96 2","3741_1 2807035706.mp3 33508.96 2","Junk","4","5","3741_1","2807035706.mp3"
"3741_1 2813623469.mp3 20986.94 0","3741_1 2813623469.mp3 20986.94 0","Laughing","5","5","3741_1","2813623469.mp3"
"3741_1 2814856354.mp3 28647.9 0","3741_1 2814856354.mp3 28647.9 0","Non-Canonical","4","5","3741_1","2814856354.mp3"
"3741_1 2815128301.mp3 28310.98 1","3741_1 2815128301.mp3 28310.98 1","Non-Canonical","5","5","3741_1","2815128301.mp3"
"3741_1 2815891246.mp3 8498.03 0","3741_1 2815891246.mp3 8498.03 0","Crying","3","5","3741_1","2815891246.mp3"
"3741_1 2817179579.mp3 28694.73 0","3741_1 2817179579.mp3 28694.73 0","","2","5","3741_1","2817179579.mp3"
"3741_1 2819008753.mp3 27061.74 0","3741_1 2819008753.mp3 27061.74 0","Crying","3","5","3741_1","2819008753.mp3"
"3741_1 2820493757.mp3 8667.76 1","3741_1 2820493757.mp3 8667.76 1","Junk","5","5","3741_1","2820493757.mp3"
"3741_1 2840544509.mp3 42594.46 1","3741_1 2840544509.mp3 42594.46 1","Non-Canonical","3","5","3741_1","2840544509.mp3"
"3741_1 2843427525.mp3 41838.23 4","3741_1 2843427525.mp3 41838.23 4","Non-Canonical","4","5","3741_1","2843427525.mp3"
"3741_1 2844343172.mp3 8577.47 1","3741_1 2844343172.mp3 8577.47 1","Junk","3","5","3741_1","2844343172.mp3"
"3741_1 2845245929.mp3 3807.86 1","3741_1 2845245929.mp3 3807.86 1","Non-Canonical","4","5","3741_1","2845245929.mp3"
"3741_1 2846477743.mp3 27229.19 1","3741_1 2846477743.mp3 27229.19 1","Non-Canonical","4","5","3741_1","2846477743.mp3"
"3741_1 2847282370.mp3 27061.08 0","3741_1 2847282370.mp3 27061.08 0","","2","5","3741_1","2847282370.mp3"
"3741_1 2851391218.mp3 28729.42 3","3741_1 2851391218.mp3 28729.42 3","Non-Canonical","4","5","3741_1","2851391218.mp3"
"3741_1 2853874387.mp3 36583.01 0","3741_1 2853874387.mp3 36583.01 0","Non-Canonical","3","5","3741_1","2853874387.mp3"
"3741_1 2863708854.mp3 27396.72 3","3741_1 2863708854.mp3 27396.72 3","Canonical","3","5","3741_1","2863708854.mp3"
"3741_1 2865923381.mp3 32998.78 1","3741_1 2865923381.mp3 32998.78 1","Crying","3","5","3741_1","2865923381.mp3"
"3741_1 2875736988.mp3 8461.06 4","3741_1 2875736988.mp3 8461.06 4","Crying","4","5","3741_1","2875736988.mp3"
"3741_1 2877250831.mp3 33018.2 1","3741_1 2877250831.mp3 33018.2 1","Non-Canonical","3","5","3741_1","2877250831.mp3"
"3741_1 2889944483.mp3 28778.67 3","3741_1 2889944483.mp3 28778.67 3","Crying","4","5","3741_1","2889944483.mp3"
"3741_1 2892235500.mp3 28540.29 0","3741_1 2892235500.mp3 28540.29 0","Non-Canonical","3","5","3741_1","2892235500.mp3"
"3741_1 2896729293.mp3 42775.48 0","3741_1 2896729293.mp3 42775.48 0","Junk","4","5","3741_1","2896729293.mp3"
"3741_1 2897065445.mp3 28583.99 3","3741_1 2897065445.mp3 28583.99 3","Non-Canonical","3","5","3741_1","2897065445.mp3"
"3741_1 2902712156.mp3 28472.92 1","3741_1 2902712156.mp3 28472.92 1","","2","5","3741_1","2902712156.mp3"
"3741_1 2911357772.mp3 5839.82 0","3741_1 2911357772.mp3 5839.82 0","Canonical","4","5","3741_1","2911357772.mp3"
"3741_1 2914683001.mp3 42750.97 5","3741_1 2914683001.mp3 42750.97 5","Junk","4","5","3741_1","2914683001.mp3"
"3741_1 2916867883.mp3 4563.47 1","3741_1 2916867883.mp3 4563.47 1","Non-Canonical","5","5","3741_1","2916867883.mp3"
"3741_1 2918162362.mp3 28461.62 0","3741_1 2918162362.mp3 28461.62 0","","2","5","3741_1","2918162362.mp3"
"3741_1 2923142470.mp3 25502.49 0","3741_1 2923142470.mp3 25502.49 0","Non-Canonical","3","5","3741_1","2923142470.mp3"
"3741_1 2933909020.mp3 27487.61 0","3741_1 2933909020.mp3 27487.61 0","","2","5","3741_1","2933909020.mp3"
"3741_1 2960520308.mp3 27053.42 1","3741_1 2960520308.mp3 27053.42 1","Non-Canonical","5","5","3741_1","2960520308.mp3"
"3741_1 2960554686.mp3 33123.58 2","3741_1 2960554686.mp3 33123.58 2","Non-Canonical","4","5","3741_1","2960554686.mp3"
"3741_1 2969076364.mp3 4640.36 6","3741_1 2969076364.mp3 4640.36 6","Crying","3","5","3741_1","2969076364.mp3"
"3741_1 2974984441.mp3 38439.4 0","3741_1 2974984441.mp3 38439.4 0","Junk","4","5","3741_1","2974984441.mp3"
"3741_1 2982283467.mp3 1738.29 1","3741_1 2982283467.mp3 1738.29 1","Junk","5","5","3741_1","2982283467.mp3"
"3741_1 2992319453.mp3 28472.92 9","3741_1 2992319453.mp3 28472.92 9","Non-Canonical","4","5","3741_1","2992319453.mp3"
"3741_1 2999104815.mp3 38612.96 0","3741_1 2999104815.mp3 38612.96 0","Crying","4","5","3741_1","2999104815.mp3"
"3741_1 3001813124.mp3 1667.13 0","3741_1 3001813124.mp3 1667.13 0","Non-Canonical","3","5","3741_1","3001813124.mp3"
"3741_1 3002924475.mp3 8543.52 2","3741_1 3002924475.mp3 8543.52 2","","2","5","3741_1","3002924475.mp3"
"3741_1 3006090332.mp3 41837.4 0","3741_1 3006090332.mp3 41837.4 0","Junk","4","5","3741_1","3006090332.mp3"
"3741_1 3006599876.mp3 28889.15 1","3741_1 3006599876.mp3 28889.15 1","Crying","3","5","3741_1","3006599876.mp3"
"3741_1 3012815195.mp3 33465.37 0","3741_1 3012815195.mp3 33465.37 0","Laughing","3","5","3741_1","3012815195.mp3"
"3741_1 3015991447.mp3 33181.32 1","3741_1 3015991447.mp3 33181.32 1","Non-Canonical","3","5","3741_1","3015991447.mp3"
"3741_1 3026043999.mp3 41963.02 0","3741_1 3026043999.mp3 41963.02 0","","2","5","3741_1","3026043999.mp3"
"3741_1 3027346990.mp3 28847.07 11","3741_1 3027346990.mp3 28847.07 11","","2","5","3741_1","3027346990.mp3"
"3741_1 3036037175.mp3 25636.56 2","3741_1 3036037175.mp3 25636.56 2","","2","5","3741_1","3036037175.mp3"
"3741_1 3036220137.mp3 28759.92 5","3741_1 3036220137.mp3 28759.92 5","Crying","3","5","3741_1","3036220137.mp3"
"3741_1 3054611586.mp3 25636.56 0","3741_1 3054611586.mp3 25636.56 0","","2","5","3741_1","3054611586.mp3"
"3741_1 3068462114.mp3 25625.08 3","3741_1 3068462114.mp3 25625.08 3","","2","5","3741_1","3068462114.mp3"
"3741_1 3072454258.mp3 28617.39 0","3741_1 3072454258.mp3 28617.39 0","","2","5","3741_1","3072454258.mp3"
"3741_1 3081242570.mp3 28745.13 0","3741_1 3081242570.mp3 28745.13 0","Crying","3","5","3741_1","3081242570.mp3"
"3741_1 3082154423.mp3 38615.82 2","3741_1 3082154423.mp3 38615.82 2","Crying","5","5","3741_1","3082154423.mp3"
"3741_1 3084890508.mp3 28844.68 2","3741_1 3084890508.mp3 28844.68 2","Crying","4","5","3741_1","3084890508.mp3"
"3741_1 3088478715.mp3 42873.63 1","3741_1 3088478715.mp3 42873.63 1","Crying","3","5","3741_1","3088478715.mp3"
"3741_1 3091631090.mp3 20943.19 5","3741_1 3091631090.mp3 20943.19 5","Non-Canonical","3","5","3741_1","3091631090.mp3"
"3741_1 3094496848.mp3 33010.15 1","3741_1 3094496848.mp3 33010.15 1","Crying","5","5","3741_1","3094496848.mp3"
"3741_1 3096565910.mp3 38615.82 3","3741_1 3096565910.mp3 38615.82 3","Crying","3","5","3741_1","3096565910.mp3"
"3741_1 3112569892.mp3 33550.27 0","3741_1 3112569892.mp3 33550.27 0","Junk","4","5","3741_1","3112569892.mp3"
"3741_1 3116723553.mp3 8479.23 4","3741_1 3116723553.mp3 8479.23 4","Crying","4","5","3741_1","3116723553.mp3"
"3741_1 3117349922.mp3 41833.1 1","3741_1 3117349922.mp3 41833.1 1","Non-Canonical","5","5","3741_1","3117349922.mp3"
"3741_1 3121888151.mp3 33507.71 0","3741_1 3121888151.mp3 33507.71 0","Junk","4","5","3741_1","3121888151.mp3"
"3741_1 3125636454.mp3 28812.12 9","3741_1 3125636454.mp3 28812.12 9","Non-Canonical","3","5","3741_1","3125636454.mp3"
"3741_1 3138504937.mp3 42555.78 2","3741_1 3138504937.mp3 42555.78 2","Crying","3","5","3741_1","3138504937.mp3"
"3741_1 3139389738.mp3 27248.02 0","3741_1 3139389738.mp3 27248.02 0","Crying","3","5","3741_1","3139389738.mp3"
"3741_1 3150715496.mp3 41799.1 2","3741_1 3150715496.mp3 41799.1 2","Non-Canonical","4","5","3741_1","3150715496.mp3"
"3741_1 3153945548.mp3 42873.63 4","3741_1 3153945548.mp3 42873.63 4","Non-Canonical","4","5","3741_1","3153945548.mp3"
"3741_1 3154954731.mp3 42561.88 1","3741_1 3154954731.mp3 42561.88 1","Non-Canonical","3","5","3741_1","3154954731.mp3"
"3741_1 3156235985.mp3 28505 6","3741_1 3156235985.mp3 28505 6","","2","5","3741_1","3156235985.mp3"
"3741_1 3166750399.mp3 28769.15 0","3741_1 3166750399.mp3 28769.15 0","Laughing","3","5","3741_1","3166750399.mp3"
"3741_1 3167654741.mp3 27395.06 0","3741_1 3167654741.mp3 27395.06 0","Non-Canonical","3","5","3741_1","3167654741.mp3"
"3741_1 3181101671.mp3 8559.03 14","3741_1 3181101671.mp3 8559.03 14","Non-Canonical","3","5","3741_1","3181101671.mp3"
"3741_1 3181952857.mp3 28790.21 0","3741_1 3181952857.mp3 28790.21 0","Crying","3","5","3741_1","3181952857.mp3"
"3741_1 3183043283.mp3 8538.22 4","3741_1 3183043283.mp3 8538.22 4","","2","5","3741_1","3183043283.mp3"
"3741_1 3185125745.mp3 25636.56 4","3741_1 3185125745.mp3 25636.56 4","Junk","3","5","3741_1","3185125745.mp3"
"3741_1 3190137852.mp3 4666.99 0","3741_1 3190137852.mp3 4666.99 0","","2","5","3741_1","3190137852.mp3"
"3741_1 3193498377.mp3 38677.16 1","3741_1 3193498377.mp3 38677.16 1","Junk","4","5","3741_1","3193498377.mp3"
"3741_1 3196438409.mp3 36567.51 0","3741_1 3196438409.mp3 36567.51 0","Crying","4","5","3741_1","3196438409.mp3"
"3741_1 3203868381.mp3 7961.57 2","3741_1 3203868381.mp3 7961.57 2","Crying","4","5","3741_1","3203868381.mp3"
"3741_1 3225972115.mp3 8461.06 6","3741_1 3225972115.mp3 8461.06 6","Crying","4","5","3741_1","3225972115.mp3"
"3741_1 3234394274.mp3 28573.59 0","3741_1 3234394274.mp3 28573.59 0","","2","5","3741_1","3234394274.mp3"
"3741_1 3243005749.mp3 8392.68 3","3741_1 3243005749.mp3 8392.68 3","Crying","3","5","3741_1","3243005749.mp3"
"3741_1 3245148598.mp3 28859.25 0","3741_1 3245148598.mp3 28859.25 0","Crying","3","5","3741_1","3245148598.mp3"
"3741_1 3249575799.mp3 27274.16 2","3741_1 3249575799.mp3 27274.16 2","Junk","3","5","3741_1","3249575799.mp3"
"3741_1 3251725496.mp3 28799.04 1","3741_1 3251725496.mp3 28799.04 1","Crying","5","5","3741_1","3251725496.mp3"
"3741_1 3252288939.mp3 43043.81 1","3741_1 3252288939.mp3 43043.81 1","","2","5","3741_1","3252288939.mp3"
"3741_1 3277976796.mp3 28649.15 1","3741_1 3277976796.mp3 28649.15 1","Crying","3","5","3741_1","3277976796.mp3"
"3741_1 3283022878.mp3 33143.45 1","3741_1 3283022878.mp3 33143.45 1","","2","5","3741_1","3283022878.mp3"
"3741_1 3300876494.mp3 5955.51 2","3741_1 3300876494.mp3 5955.51 2","","2","5","3741_1","3300876494.mp3"
"3741_1 3309109938.mp3 27252.1 1","3741_1 3309109938.mp3 27252.1 1","","2","5","3741_1","3309109938.mp3"
"3741_1 3309128434.mp3 8486.9 3","3741_1 3309128434.mp3 8486.9 3","Crying","4","5","3741_1","3309128434.mp3"
"3741_1 3312324471.mp3 17740.82 1","3741_1 3312324471.mp3 17740.82 1","","2","5","3741_1","3312324471.mp3"
"3741_1 3314036177.mp3 28685.23 1","3741_1 3314036177.mp3 28685.23 1","Non-Canonical","3","5","3741_1","3314036177.mp3"
"3741_1 3316224571.mp3 8498.03 1","3741_1 3316224571.mp3 8498.03 1","Crying","3","5","3741_1","3316224571.mp3"
"3741_1 3319227532.mp3 33571.52 0","3741_1 3319227532.mp3 33571.52 0","Junk","4","5","3741_1","3319227532.mp3"
"3741_1 3325358053.mp3 8458.51 1","3741_1 3325358053.mp3 8458.51 1","Crying","5","5","3741_1","3325358053.mp3"
"3741_1 3325991633.mp3 8470.11 1","3741_1 3325991633.mp3 8470.11 1","Crying","3","5","3741_1","3325991633.mp3"
"3741_1 3337611534.mp3 41799.1 1","3741_1 3337611534.mp3 41799.1 1","Crying","3","5","3741_1","3337611534.mp3"
"3741_1 3348062943.mp3 28472.92 6","3741_1 3348062943.mp3 28472.92 6","Non-Canonical","3","5","3741_1","3348062943.mp3"
"3741_1 3350918951.mp3 20956.71 1","3741_1 3350918951.mp3 20956.71 1","Non-Canonical","3","5","3741_1","3350918951.mp3"
"3741_1 3351285001.mp3 20750.86 1","3741_1 3351285001.mp3 20750.86 1","Junk","3","5","3741_1","3351285001.mp3"
